indicator_code,current_name,name_as_in_source,definitive_name,frequency,unit_as_in_source,indicator_source_name,region_name,indicator_type,functionality,,
,"Portside: BRBF vs PBF Port Price Spread, in RMB",,Price spread BRBF vs PBF portside ,daily,RMB,Mysteel,China,Iron Ore;Sinter Fines,Prices;Spreads;Ports,,
PLVHA00u,Prem Low Vol HCC FOB Aus,Prem Low Vol HCC FOB Aus,Coking coal: Prem Low Vol HCC FOB Aus,daily,USD/T,Platts,Australia,Coal;Coking Coal,Prices;Seaborne,,
,Projected EAF output,,EAF output (Total CSP production by steel product - Pig consumption): China,weekly,,Mysteel,Global,Steel;EAF,Production; Consumption; Mills,,
,"Qingdao: IOCJ vs BRBF Port Price Spread, in RMB",,Price spread IOCJ vs BRBF Portside: Qingdao,daily,RMB,Mysteel,China,Iron Ore;Sinter Fines,Prices;Spreads;Ports,,
,"Qingdao: IOCJ vs PBF Port Price Spread, in RMB",,Price spread IOCJ vs PBF Portside: Qingdao,daily,RMB,Mysteel,China,Iron Ore;Sinter Fines,Prices;Spreads;Ports,,
CHREFSC Index,Real Estate Development Enterprise:Commercial housing:Cumulative Value Of Total Area For Sale(Monthly),China Property - Floor Space of Commercial Housing for Sale,China Property - Floor Space of Commercial Housing for Sale,monthly,,Bloomberg,China,Macroeconomic,Industrial,,
CHRXLDPY Index,Real Estate Development Enterprise:Cumulative year on year comparison of accumulated land area purchased in this year:China(Monthly),China Land Areas Purchased for Real Estate YTD YoY,China Land Areas Purchased for Real Estate YTD YoY,monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
BZIPTLSA Index,Real Industrial Production SA,Brazil Real Industrial Production SA 2012=100,Brazil Real Industrial Production SA 2012=100,monthly,,Bloomberg,South America,Macroeconomic,Industrial,,
,Rebar Alloy Ratio,,Rebar Alloy Ratio,constant,,Vale,China,Steel; Rebar,Margins;Costs,,
,Rebar Apr 22,,Rebar Apr 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Apr 23,,Rebar Apr 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Aug 21,,Rebar Aug 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Aug 22,,Rebar Aug 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Aug 23,,Rebar Aug 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar conversion cost rolling,,Rebar conversion cost rolling,daily,,Vale,China,Steel; Rebar,Derivatives,,
,Rebar Dec 21,,Rebar Dec 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Dec 22,,Rebar Dec 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Dec 23,,Rebar Dec 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Feb 22,,Rebar Feb 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Feb 23,,Rebar Feb 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jan 22,,Rebar Jan 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jan 23,,Rebar Jan 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jan 24,,Rebar Jan 24,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jul 21,,Rebar Jul 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jul 22,,Rebar Jul 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jul 23,,Rebar Jul 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jun 21,,Rebar Jun 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jun 22,,Rebar Jun 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Jun 23,,Rebar Jun 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Mar 22,,Rebar Mar 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Mar 23,,Rebar Mar 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Margin China,,Steel Margin (Rebar) China,daily,RMB/T,Vale,China,Steel; Rebar,Margins;Costs,,
,Rebar May 22,,Rebar May 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar May 23,,Rebar May 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Nov 21,,Rebar Nov 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Nov 22,,Rebar Nov 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Nov 23,,Rebar Nov 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Oct 21,,Rebar Oct 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Oct 22,,Rebar Oct 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Oct 23,,Rebar Oct 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Sep 21,,Rebar Sep 21,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Sep 22,,Rebar Sep 22,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
,Rebar Sep 23,,Rebar Sep 23,daily,USD/T,Exchange,China,Steel; Rebar,Derivatives,,
ID01135133,Rebar: Consumption: China (Week),Rebar:Consumption:China(Weekly),Rebar: Consumption: China,weekly,10KT,Mysteel,China,Steel;Rebar,Consumption,,
ID00183424,Rebar:Construction Steel Mills:Capacity Utilization Rate:China(Weekly),Rebar:Construction Steel Mills:Capacity Utilization Rate:China(Weekly),Rebar: Construction Steel Mills :Capacity Utilization Rate: China,weekly,%,Mysteel,China,Steel; Rebar,Production;Mills,,
ID00183510,Rebar:Construction Steel Mills:Operating Rate:China(Weekly),Rebar:Construction Steel Mills:Operating Rate:China(Weekly),Rebar: Construction Steel Mills: Operating Rate: China,weekly,%,Mysteel,China,Steel; Rebar,Production;Mills,,
SKCVTOTL Index,S. Korea Construction orders,South Korea Value of Construction Completed - Nominal,South Korea Value of Construction Completed - Nominal,monthly,KRW,Bloomberg,JKT,Macroeconomic,Industrial,,
KOVMPROD Index,S. Korea Monthly auto production,South Korea Motor Vehicle Production,South Korea Motor Vehicle Production,monthly,,Bloomberg,JKT,Macroeconomic,Industrial,,
MPMIKRMA Index,S.Korea manufacturing PMI,South Korea Manufacturing PMI SA,South Korea Manufacturing PMI SA,monthly,,Bloomberg,JKT,Macroeconomic,Industrial;Financial,,
BZRTCONS Index,Sales construction materials,Brazil Retail Sales Volume Construction Materials,Brazil Retail Sales Volume Construction Materials,monthly,,Bloomberg,South America,Macroeconomic,Industrial,,
,Scrap,,Scrap,daily,,Vale,China,Scrap,Margins;Costs,,
,Scrap / domestic Iron ore,,Price ratio China domestic scrap / China 66% Fe domestic concentrate in Hanxing,daily,RMB/T,Mysteel,Global,Metallics;Scrap;Iron Ore,Prices;Ratios,,
,Scrap / seaborne Iron ore,,Price ratio China domestic scrap / PBF Qingdao Port,daily,RMB/T,Mysteel,Global,Metallics;Scrap;Iron Ore,Prices;Ratios,,
,"SEA BF Coke rate, kg/thm",,"SEA BF Coke rate, kg/thm",constant,KG/thm,Vale,Southeast Asia,"Steel, Coke",Margins;Costs,,
,"SEA BF Fixed costs, $/t",,"SEA BF Fixed costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA BF PCI, kg/thm",,"SEA BF PCI, kg/thm",constant,KG/thm,Vale,Southeast Asia,Coal;PCI,Margins,,
,"SEA BF Variable costs, $/t",,"SEA BF Variable costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,SEA Billet/Slab Cost,,SEA Billet/Slab Cost,daily,USD/T,Vale,Southeast Asia,Steel;Billet;Slab,Margins,,
,SEA Burden Cost,,SEA Burden Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,SEA Coil Rebar Cost,,SEA Coil Rebar Cost,daily,USD/T,Vale,Southeast Asia,Steel; Rebar,Margins,,
,SEA Coke Cost,,SEA Coke Cost,daily,USD/T,Vale,Southeast Asia,"Steel, Coke",Margins,,
,"SEA Coke Making Fixed costs, $/t",,"SEA Coke Making Fixed costs, $/t",daily,USD/T,Vale,Southeast Asia,"Steel, Coke",Margins,,
,"SEA Coke Making HCC, %",,"SEA Coke Making HCC, %",constant,%,Vale,Southeast Asia,"Steel, Coke",Margins;Costs,,
,"SEA Coke Making SSCC, %",,"SEA Coke Making SSCC, %",constant,%,Vale,Southeast Asia,"Steel, Coke",Margins;Costs,,
,"SEA Coke Making Variable costs, $/t",,"SEA Coke Making Variable costs, $/t",daily,USD/T,Vale,Southeast Asia,"Steel, Coke",Margins,,
,SEA Crude Steel Cost,,SEA Crude Steel Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,SEA Currency Exchange Cost,,SEA Currency Exchange Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,SEA Final Product Cost,,SEA Final Product Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,SEA Fuel Cost,,SEA Fuel Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA HM, %",,"SEA HM, %",constant,%,Vale,Southeast Asia,Steel,Margins;Costs,,
,SEA Hot Metal Cost,,SEA Hot Metal Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA Lump, %",,"SEA Lump, %",constant,%,Vale,Southeast Asia,Iron Ore; Lumps,Margins;Costs,,
,SEA Margin,,Steel Margin (HRC) SEA ,monthly,USD/T,MultiSource,Southeast Asia,Steel;HRC;BOF,Margins,,
,SEA Operational Rate Cost,,SEA Operational Rate Cost,daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA Pellet, %",,"SEA Pellet, %",constant,%,Vale,Southeast Asia,Iron Ore;Pellets,Margins;Costs,,
,"SEA Scrap, %",,"SEA Scrap, %",constant,%,Vale,Southeast Asia,Metallics;Scrap,Margins,,
,SEA Sinter Cost,,SEA Sinter Cost,daily,USD/T,Vale,Southeast Asia,Steel; Iron Ore; Sinter Fines,Margins,,
,"SEA Sinter, %",,"SEA Sinter, %",constant,%,Vale,Southeast Asia,Steel; Iron Ore; Sinter Fines,Margins,,
,"SEA Sintering Fixed costs, $/t",,"SEA Sintering Fixed costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel; Iron Ore; Sinter Fines,Margins,,
,"SEA Sintering IO, kg/t",,"SEA Sintering IO, kg/t",constant,KG/T,Vale,Southeast Asia,Steel; Iron Ore; Sinter Fines,Margins,,
,"SEA Sintering Variable costs, $/t",,"SEA Sintering Variable costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel; Iron Ore; Sinter Fines,Margins,,
,"SEA Slab/Billet Fixed cost, $/t",,"SEA Slab/Billet Fixed cost, $/t",daily,USD/T,Vale,Southeast Asia,Steel;Billet;Slab,Margins,,
,"SEA Slab/Billet Yield, %",,"SEA Slab/Billet Yield, %",constant,%,Vale,Southeast Asia,Steel;Billet;Slab,Margins;Costs,,
,"SEA Steel Fixed cost, $/t",,"SEA Steel Fixed cost, $/t",daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA Steel Making Fixed costs, $/t",,"SEA Steel Making Fixed costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA Steel Making Variable costs, $/t",,"SEA Steel Making Variable costs, $/t",daily,USD/T,Vale,Southeast Asia,Steel,Margins,,
,"SEA Steel Making Yield, %",,"SEA Steel Making Yield, %",constant,%,Vale,Southeast Asia,Steel,Margins;Costs,,
,SEA Steel Opex Rate,,SEA Steel Opex Rate,constant,%,Vale,Southeast Asia,Steel,Margins;Costs,,
,"SEA Steel Steel, %",,"SEA Steel Steel, %",constant,%,Vale,Southeast Asia,Steel,Margins;Costs,,
,"SEA Steel Yield, %",,"SEA Steel Yield, %",constant,%,Vale,Southeast Asia,Steel,Margins;Costs,,
MCSSA00u,Semi Soft FOB Australia $/Mt,Semi Soft FOB Australia $/Mt,Coal Semi Soft FOB Australia $/Mt,daily,USD/T,Platts,Australia,Coal;Coking Coal,Prices;Seaborne,,
SPIODG Index,Spain Capital Goods,Spain Industrial Production Durable Consumer Goods SWDA,Spain Industrial Production Durable Consumer Goods SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
MPMIESCA Index,Spain Composite PMI,Spain Composite PMI Output SA,Spain Composite PMI Output SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
SPHTHLV Index,"Spain Construction Output/Sales (NSA, Units/Persons)",Spain house transactions,Spain house transactions,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
SPIOND Index,Spain Consumer Goods,Spain Industrial Production Non Durable Consumer Goods SWDA,Spain Industrial Production Non Durable Consumer Goods SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUESES Index,"Spain Economic Sentiment indicator (SA, long-term-average=100)",European Commission Economic SentiMent Indicator Spain,European Commission Economic SentiMent Indicator Spain,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUCOES Index,"Spain European commission Construction industry confidence (SA, %)",European Commission Construction Confidence Indicator Spain,European Commission Construction Confidence Indicator Spain,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUCCES Index,"Spain European commission consumer confidence (SA, %)",European Commission Consumer Confidence Indicator Spain,European Commission Consumer Confidence Indicator Spain,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUICES Index,"Spain European commission manufacturing industry confidence (SA, %)",European Commission Manufacturing Confidence Spain Industrial Confidence,European Commission Manufacturing Confidence Spain Industrial Confidence,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EURTES Index,"Spain European commission Retail industry confidence (SA, %)",European Commission Retail Trade Confidence Indicator Spain,European Commission Retail Trade Confidence Indicator Spain,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUSCES Index,"Spain European commission Services industry confidence (SA, %)",European Commission Services Confidence Indicator Spain,European Commission Services Confidence Indicator Spain,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
SPTBEUEX Index,Spain Exports (NSA),Spain Trade Balance Exports EUR,Spain Trade Balance Exports EUR,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
SPBUEURN Index,Spain Government Budget Balance YTD,Spain Budget Deficit Net Monthly Level YTD Real,Spain Budget Deficit Net Monthly Level YTD Real,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
SPCPEUMM Index,Spain Harmonized CPI MoM (NSA),Spain Harmonized CPI MoM,Spain Harmonized CPI MoM,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
SPCPEUYY Index,Spain Harmonized CPI YoY (NSA),Spain Harmonized CPI YoY,Spain Harmonized CPI YoY,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
SPTBEUIM Index,Spain Imports (NSA),Spain Trade Balance Imports EUR,Spain Trade Balance Imports EUR,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
SPIOWSA Index,"Spain Industrial Production (SWDA, index)",Spain Industrial Production Workday Sean. Adjusted,Spain Industrial Production Workday Sean. Adjusted,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
SPIOEN Index,"Spain Industrial Production Energy (SWDA, index)",Spain Industrial Production Energy SWDA,Spain Industrial Production Energy SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
MPMIESMA Index,Spain Manufacturing PMI,Spain Manufacturing PMI SA,Spain Manufacturing PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
SPVHREG Index,"Spain New cars Registrations (NSA, Units/Persons)",Spain New Car Registrations,Spain New Car Registrations,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
SPNAEURO Index,Spain Real GDP (SWDA),Spain GDP SA Chained Linked at Constant Prices,Spain GDP SA Chained Linked at Constant Prices,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
SPNAAGFS Index,Spain Real GDP Agriculture (SWDA),Spain Real Chained GDP Prices Agriculture Forestry and Fishing SWDA,Spain Real Chained GDP Prices Agriculture Forestry and Fishing SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
SPNACSTS Index,Spain Real GDP Construction (SWDA),Spain Real Chained GDP Prices GDP Construction SWDA,Spain Real Chained GDP Prices GDP Construction SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
SPNAMANS Index,Spain Real GDP Manufacturing (SWDA),Spain Real Chained GDP Prices Manufacturing SWDA,Spain Real Chained GDP Prices Manufacturing SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
SPNASRVS Index,Spain Real GDP Services (SWDA),Spain Real Chained GDP Prices Service Activities SWDA,Spain Real Chained GDP Prices Service Activities SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIESSA Index,Spain Services PMI,Spain Services PMI Business Activity SA,Spain Services PMI Business Activity SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
UMRTES Index,Spain Unemployment rate %,Eurostat Unemployment Spain SA,Eurostat Unemployment Spain SA,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
ID00182580,Square billet:Q235:Price:Tangshan,Square billet:Q235:Price:Tangshan,Square billet: Q235: market price: Tangshan,daily,RMB/T,Mysteel,China,Steel;Billet,Prices; Domestic,,
,Steel Scrap Apr 22,,Steel Scrap Apr 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Apr 23,,Steel Scrap Apr 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Aug 21,,Steel Scrap Aug 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Aug 22,,Steel Scrap Aug 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Aug 23,,Steel Scrap Aug 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Dec 21,,Steel Scrap Dec 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Dec 22,,Steel Scrap Dec 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Dec 23,,Steel Scrap Dec 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Feb 22,,Steel Scrap Feb 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Feb 23,,Steel Scrap Feb 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jan 22,,Steel Scrap Jan 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jan 23,,Steel Scrap Jan 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jan 24,,Steel Scrap Jan 24,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jul 21,,Steel Scrap Jul 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jul 22,,Steel Scrap Jul 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jul 23,,Steel Scrap Jul 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jun 21,,Steel Scrap Jun 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jun 22,,Steel Scrap Jun 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Jun 23,,Steel Scrap Jun 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Mar 22,,Steel Scrap Mar 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Mar 23,,Steel Scrap Mar 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap May 21,,Steel Scrap May 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap May 22,,Steel Scrap May 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap May 23,,Steel Scrap May 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Nov 21,,Steel Scrap Nov 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Nov 22,,Steel Scrap Nov 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Nov 23,,Steel Scrap Nov 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Oct 21,,Steel Scrap Oct 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Oct 22,,Steel Scrap Oct 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Oct 23,,Steel Scrap Oct 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Sep 21,,Steel Scrap Sep 21,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Sep 22,,Steel Scrap Sep 22,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
,Steel Scrap Sep 23,,Steel Scrap Sep 23,daily,USD/T,Exchange,China,Metallics;Scrap,Derivatives,,
TWCIBPM Index,Taiwan Building permits,Taiwan Building Permits MoM,Taiwan Building Permits MoM,monthly,,Bloomberg,JKT,Macroeconomic,Industrial,,
TWINDPI Index,Taiwan Industrial production index,Taiwan Industrial Production 2016=100,Taiwan Industrial Production 2016=100,monthly,,Bloomberg,JKT,Macroeconomic,Industrial,,
MPMITWMA Index,Taiwan manufacturing PMI,Taiwan Manufacturing PMI SA,Taiwan Manufacturing PMI SA,monthly,,Bloomberg,JKT,Macroeconomic,Industrial;Financial,,
MPMITHMA Index,Thailand Manufacturing PMI,Thailand Manufacturing PMI SA,Thailand Manufacturing PMI SA,monthly,,Bloomberg,Southeast Asia,Macroeconomic,Industrial;Financial,,
THMPIN20 Index,Thailand Monthly industrial production index,Thailand Production Index (Value added Weight),Thailand Production Index (Value added Weight),monthly,,Bloomberg,Southeast Asia,Macroeconomic,Industrial,,
THNHPROJ Index,Thailand New housing projects,Thailand New Housing Projects,Thailand New Housing Projects,monthly,,Bloomberg,Southeast Asia,Macroeconomic,Industrial,,
,Turkey Billet - Scrap,,Price spread Turkey Billet - Turkey Scrap,daily,USD/T,Platts,Turkey,Steel;Metallics;Billet;Scrap,Prices;Spreads,,
,Turkey Billet/Slab Cost,,Turkey Billet/Slab Cost,daily,USD/T,Vale,Turkey,Steel;Billet;Slab,Margins,,
TYCOLEVS Index,Turkey capacity utilization %SA,Turkey Capacity Utilization SA,Turkey Capacity Utilization SA,monthly,%,Bloomberg,Turkey,Macroeconomic,Industrial,,
,Turkey Coil Rebar Cost,,Turkey Coil Rebar Cost,daily,USD/T,Vale,Turkey,Steel; Rebar,Margins,,
TUBCCOC Index,Turkey construction survey indicator (%balance/diffusion index),Turkey Construction Confidence Total,Turkey Construction Confidence Total,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial;Financial,,
TUCDCONF Index,Turkey Consumer confidence (%balance/diffusion index),Turkey Consumer Confidence,Turkey Consumer Confidence,monthly,,Bloomberg,Turkey,Macroeconomic,Financial,,
TUCPIM Index,Turkey CPI (%MoM NSA),Turkey CPI MOM%,Turkey CPI MOM%,monthly,%,Bloomberg,Turkey,Macroeconomic,Financial,,
TUCPIY Index,Turkey CPI (%YoY NSA),Turkey CPI YOY %,Turkey CPI YOY %,monthly,%,Bloomberg,Turkey,Macroeconomic,Financial,,
TUCPI Index,Turkey CPI (Index NSA),Turkey CPI,Turkey CPI,monthly,,Bloomberg,Turkey,Macroeconomic,Financial,,
,Turkey Crude Steel Cost,,Turkey Crude Steel Cost,daily,USD/T,Vale,Turkey,Steel,Margins,,
,Turkey Currency Exchange Cost,,Turkey Currency Exchange Cost,daily,USD/T,Vale,Turkey,Steel,Margins,,
TUBCECC Index,Turkey economic sentiment indicator (%balance/diffusion index),Turkey Economic Confidence Index Total,Turkey Economic Confidence Index Total,monthly,,Bloomberg,Turkey,Macroeconomic,Financial,,
TULSER Index,Turkey Employment rate % NSA,Turkey Labor Statistics Employment Rate SA,Turkey Labor Statistics Employment Rate SA,monthly,%,Bloomberg,Turkey,Macroeconomic,Financial,,
TUTBEXW Index,Turkey Exports (nominal/value) SWDA,Turkey Trade Exports SWDA,Turkey Trade Exports SWDA,monthly,USD,Bloomberg,Turkey,Macroeconomic,Financial,,
,Turkey Final Product Cost,,Turkey Final Product Cost,daily,USD/T,Vale,Turkey,Steel,Margins,,
TUGPI0A Index,Turkey GDP Agriculture (Index),Turkey GDP Chain Linked Agriculture Forestry and Fishing,Turkey GDP Chain Linked Agriculture Forestry and Fishing,quarterly,,Bloomberg,Turkey,Macroeconomic,Financial,,
TUGPI0F Index,Turkey GDP Construction (Index),Turkey GDP Chain Linked Construction,Turkey GDP Chain Linked Construction,quarterly,,Bloomberg,Turkey,Macroeconomic,Industrial;Financial,,
TUGPI0C Index,Turkey GDP Manufacturing (Index),Turkey GDP Chain Linked Manufacturing,Turkey GDP Chain Linked Manufacturing,quarterly,,Bloomberg,Turkey,Macroeconomic,Industrial;Financial,,
TUGPIGVA Index,Turkey GDP Real (Index),Turkey GDP Chain Linked Gross Value Added,Turkey GDP Chain Linked Gross Value Added,quarterly,,Bloomberg,Turkey,Macroeconomic,Financial,,
TUGPI02 Index,Turkey GDP Services (Index),Turkey GDP Chain Linked Services,Turkey GDP Chain Linked Services,quarterly,,Bloomberg,Turkey,Macroeconomic,Financial,,
TUDDTOTL Index,Turkey Government debt (TRY),Turkey Domestic Debt Position Total,Turkey Domestic Debt Position Total,monthly,TRY,Bloomberg,Turkey,Macroeconomic,Financial,,
TUTBIMW Index,Turkey Imports (nominal/value) SWDA,Turkey Trade Imports SWDA,Turkey Trade Imports SWDA,monthly,USD,Bloomberg,Turkey,Macroeconomic,Financial,,
TUIOI Index,"Turkey Industrial production (Index, NSA)",Turkey Industrial Production,Turkey Industrial Production,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial,,
TUIOICG Index,"Turkey Industrial production capital goods (Index, NSA)",Turkey Industrial Production Capital Goods,Turkey Industrial Production Capital Goods,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial,,
TUIOIND Index,"Turkey Industrial production consumer goods (Index, NSA)",Turkey Industrial Production Non Durable Consumer Goods,Turkey Industrial Production Non Durable Consumer Goods,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial,,
TUIOIEN Index,"Turkey Industrial production energy (Index, NSA)",Turkey Industrial Production Energy,Turkey Industrial Production Energy,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial,,
TUIOMT Index,"Turkey Industrial production manufacturing (Index, NSA)",Turkey Industrial Production Manufacturing,Turkey Industrial Production Manufacturing,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial,,
MPMITRMA Index,Turkey Manufacturing PMI,Turkey Manufacturing PMI SA,Turkey Manufacturing PMI SA,monthly,,Bloomberg,Turkey,Macroeconomic,Industrial;Financial,,
,Turkey Margin,,Steel Margin (Rebar) Turkey ,monthly,USD/T,MultiSource,Turkey,Steel;Rebar;EAF,Margins,,
