indicator_code,current_name,name_as_in_source,definitive_name,frequency,unit_as_in_source,indicator_source_name,region_name,indicator_type,functionality,,
IVGIFRS Index,France Real GDP Services (SWDA),France GVA Trade Transport Accommod & Food Svcs Chained 2010 Prices,France GVA Trade Transport Accommod & Food Svcs Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIFRSA Index,France Services PMI (SA),France Services PMI SA,France Services PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
,GCC Billet/Slab Cost,,GCC Billet/Slab Cost,daily,USD/T,Vale,MENA,Steel;Billet;Slab,Margins,,
,GCC Burden Cost,,GCC Burden Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,GCC Coil Rebar Cost,,GCC Coil Rebar Cost,daily,USD/T,Vale,MENA,Steel; Rebar,Margins,,
,GCC Crude Steel Cost,,GCC Crude Steel Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,GCC Currency Exchange Cost,,GCC Currency Exchange Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,GCC DRI Cost,,GCC DRI Cost,daily,USD/T,Vale,MENA,Metallics;DRI,Margins,,
,"GCC DRI in EAF, %",,"GCC DRI in EAF, %",constant,%,Vale,MENA,"Steel, EAF, Metallics; DRI",Margins,,
,"GCC DRI Making Fixed costs, $/t",,"GCC DRI Making Fixed costs, $/t",daily,USD/T,Vale,MENA,Metallics;DRI,Margins,,
,GCC DRI Making Yield,,GCC DRI Making Yield,constant,%,Vale,MENA,Metallics;DRI,Margins,,
,GCC Final Product Cost,,GCC Final Product Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,GCC Fuel Cost,,GCC Fuel Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,"GCC Lump in DR, %",,"GCC Lump in DR, %",constant,%,Vale,MENA,Iron Ore; Lumps,Margins;Costs,,
,GCC Margin,,Steel Margin (Rebar) GCC ,monthly,USD/T,MultiSource,MENA,Steel;Rebar;EAF,Margins,,
,GCC Operational Rate Cost,,GCC Operational Rate Cost,daily,USD/T,Vale,MENA,Steel,Margins,,
,"GCC Pellet in DR, %",,"GCC Pellet in DR, %",constant,%,Vale,MENA,Iron Ore;Pellets,Margins;Costs,,
,"GCC Scrap in EAF, %",,"GCC Scrap in EAF, %",constant,%,Vale,MENA,"Steel, EAF, Metallics, Scrap",Margins,,
,"GCC Slab/Billet Fixed cost, $/t",,"GCC Slab/Billet Fixed cost, $/t",daily,USD/T,Vale,MENA,Steel;Billet;Slab,Margins,,
,"GCC Slab/Billet Yield, %",,"GCC Slab/Billet Yield, %",constant,%,Vale,MENA,Steel;Billet;Slab,Margins;Costs,,
,"GCC Steel Fixed cost, $/t",,"GCC Steel Fixed cost, $/t",daily,USD/T,Vale,MENA,Steel,Margins,,
,"GCC Steel Making Fixed costs, $/t",,"GCC Steel Making Fixed costs, $/t",daily,USD/T,Vale,MENA,Steel,Margins,,
,"GCC Steel Making Variable costs, $/t",,"GCC Steel Making Variable costs, $/t",daily,USD/T,Vale,MENA,Steel,Margins,,
,"GCC Steel Making Yield, %",,"GCC Steel Making Yield, %",constant,%,Vale,MENA,Steel,Margins;Costs,,
,GCC Steel Natural Gas,,GCC Steel Natural Gas,daily,USD/T,Vale,MENA,Steel,Margins;Costs,,
,GCC Steel Opex Rate,,GCC Steel Opex Rate,constant,%,Vale,MENA,Steel,Margins;Costs,,
,"GCC Steel Steel, %",,"GCC Steel Steel, %",constant,%,Vale,MENA,Steel,Margins;Costs,,
,"GCC Steel Yield, %",,"GCC Steel Yield, %",constant,%,Vale,MENA,Steel,Margins;Costs,,
GRMPCAPG Index,Germany Capital Goods -SWDA,Germany Industrial Production - Capital Goods,Germany Industrial Production - Capital Goods,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIDECA Index,Germany Composite PMI (SA),Germany Composite PMI Output SA,Germany Composite PMI Output SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
GRCOPBT Index,Germany Construction orders,Germany Industrial Mfg Orders - Structural Engineering Work,Germany Industrial Mfg Orders - Structural Engineering Work,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
MPMIDEXA Index,Germany Construction PMI (SA],Germany Construction PMI SA,Germany Construction PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
ECO1GFKC Index,Germany consumer confidence %Balance/Diffusion Index,GfK Consumer Confidence,GfK Consumer Confidence,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
GRMPCONS Index,Germany Consumer Goods -SWDA,Germany Industrial Production - Consumer Goods (Durable & Non-Durable),Germany Industrial Production - Consumer Goods (Durable & Non-Durable),monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
GRCP20MM Index,Germany CPI %MoM (NSA),Germany CPI All Items MoM,Germany CPI All Items MoM,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
EUESDE Index,"Germany European Commission Sentiment indicator (SA, Index)",European Commission Economic Sentiment Indicator Germany,European Commission Economic Sentiment Indicator Germany,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
GRTBEXE Index,Germany Exports (Billion Euro NSA),Germany Trade Exports EUR NSA,Germany Trade Exports EUR NSA,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
GEFBFIBA Index,Germany Federal Budget Fiscal Balance (NSA),Germany Federal Budget Fiscal Balance,Germany Federal Budget Fiscal Balance,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
GRCP2HYY Index,Germany Harmonized CPI %YoY (NSA),Germany HICP All Items YoY,Germany HICP All Items YoY,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
GRIFPEX Index,"Germany IFO Future Business Situation (SA, 2015=100)",Ifo Pan Germany Business Expectations,Ifo Pan Germany Business Expectations,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
GRIFPCA Index,"Germany IFO Present Business Situation (SA, 2015=100)",Ifo Pan Germany Current Assessment,Ifo Pan Germany Current Assessment,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
GRTBIME Index,Germany Imports (Billion Euro NSA),Germany Trade Imports EUR NSA,Germany Trade Imports EUR NSA,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
GRIPI Index,Germany Industrial Production,Germany Industrial Production Incl Construction,Germany Industrial Production Incl Construction,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
GRIPCSTC Index,Germany Industrial Production (construction) SWDA,Germany Industrial Production - Construction,Germany Industrial Production - Construction,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
GRIPNRG Index,Germany Industrial production (Energy) SWDA,Germany Industrial Production - Energy,Germany Industrial Production - Energy,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
MPMIDEMA Index,Germany Manufacturing PMI (SA),S&P Global/BME Germany Manufacturing PMI SA,S&P Global/BME Germany Manufacturing PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
RVHREGM Index,"Germany New car registrations (NSA, %MoM)",,"Germany New car registrations (NSA, %MoM)",monthly,%,Bloomberg,Europe,Macroeconomic,Industrial,,
GRVHREGY Index,"Germany New car registrations (NSA, %YoY)",Germany New Car Registrations YoY,Germany New Car Registrations YoY,monthly,%,Bloomberg,Europe,Macroeconomic,Industrial,,
GRGDGVAE Index,Germany Real GDP (SWDA),Germany GDP Chain Linked Gross Value Added Level,Germany GDP Chain Linked Gross Value Added Level,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
GRGDAGRI Index,Germany Real GDP Agriculture,Germany Gross Value Added Agriculture Forestry & Fishing Real SWDA,Germany Gross Value Added Agriculture Forestry & Fishing Real SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
GRGDCONE Index,Germany Real GDP Construction,Germany GDP Chain Linked Construction Level,Germany GDP Chain Linked Construction Level,quarterly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
GRGDMANI Index,Germany Real GDP Manufacturing,Germany Gross Value Added Manufacturing Real SWDA,Germany Gross Value Added Manufacturing Real SWDA,quarterly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
GRGDTTE Index,Germany Real GDP Services,Germany GDP Chain Linked Trade Transport & Catering Level,Germany GDP Chain Linked Trade Transport & Catering Level,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIDESA Index,Germany Services PMI (SA),Germany Services PMI Business Activity SA,Germany Services PMI Business Activity SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
GRUEPR Index,Germany Unemployment rate (%),Germany Unemployment Rate SWDA,Germany Unemployment Rate SWDA,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
ID01135129,Hot Rolled Coil: Consumption: China (week),HR sheet/coil:Consumption:China(Weekly),HR sheet/coil:Consumption:China,weekly,10KT,Mysteel,China,Steel;HRC,Consumption,,
ID00183913,HR sheet/coil:Steel Mills:Capacity Utilization Rate:China(Weekly),HR sheet/coil:Steel Mills:Capacity Utilization Rate:China(Weekly),HR sheet/coil: Steel Mills: Capacity Utilization Rate: China ,weekly,%,Mysteel,China,Steel; HRC,Production;Mills,,
ID00183946,HR sheet/coil:Steel Mills:Operating Rate:China(Weekly),HR sheet/coil:Steel Mills:Operating Rate:China(Weekly),HR sheet/coil: Steel Mills: Operating Rate: China ,weekly,%,Mysteel,China,Steel; HRC,Production;Mills,,
,HRC - Rebar Central China (RMB/t),,Price spread HRC - Rebar Central China (RMB/t),daily,RMB/T,Mysteel,China,Steel;Rebar;HRC,Spreads,,
,HRC - Rebar China (RMB/t),,Price spread HRC - Rebar China (RMB/t),daily,RMB/T,Mysteel,China,Steel;Rebar;HRC,Spreads,,
,HRC - Rebar North China (RMB/t),,Price spread HRC - Rebar North China (RMB/t),daily,RMB/T,Mysteel,China,Steel;Rebar;HRC,Spreads,,
,HRC - Rebar South China (RMB/t),,Price spread HRC - Rebar South China (RMB/t),daily,RMB/T,Mysteel,China,Steel;Rebar;HRC,Spreads,,
,HRC - Rebar Yantzei (RMB/t),,Price spread HRC - Rebar Yantzei (RMB/t),daily,RMB/T,Mysteel,China,Steel;Rebar;HRC,Spreads,,
,HRC Alloy Ratio,,HRC Alloy Ratio,constant,%,Vale,China,"Steel, HRC",Margins;Costs,,
,HRC Apr 22,,HRC Apr 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Apr 23,,HRC Apr 23,daily,USD/T,Exchange,China,"Steel, HRC",Margins;Costs,,
,HRC Aug 21,,HRC Aug 21,daily,USD/T,Exchange,China,"Steel, HRC",Margins;Costs,,
,HRC Aug 22,,HRC Aug 22,daily,USD/T,Exchange,China,"Steel, HRC",Margins;Costs,,
,HRC Aug 23,,HRC Aug 23,daily,USD/T,Exchange,China,"Steel, HRC",Margins;Costs,,
,HRC conversion cost rolling,,HRC conversion cost rolling,daily,,Vale,China,"Steel, HRC",Margins,,
,HRC Dec 21,,HRC Dec 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Dec 22,,HRC Dec 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Dec 23,,HRC Dec 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Feb 22,,HRC Feb 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Feb 23,,HRC Feb 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jan 22,,HRC Jan 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jan 23,,HRC Jan 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jan 24,,HRC Jan 24,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jul 21,,HRC Jul 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jul 22,,HRC Jul 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jul 23,,HRC Jul 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jun 21,,HRC Jun 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jun 22,,HRC Jun 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Jun 23,,HRC Jun 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Mar 22,,HRC Mar 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Mar 23,,HRC Mar 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Margin China,,Steel Margin (HRC) China,daily,RMB/T,MultiSource,China,"Steel, HRC",Margins;Costs,,
,HRC May 21,,HRC May 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC May 22,,HRC May 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC May 23,,HRC May 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Nov 21,,HRC Nov 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Nov 22,,HRC Nov 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Nov 23,,HRC Nov 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Oct 21,,HRC Oct 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Oct 22,,HRC Oct 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Oct 23,,HRC Oct 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Sep 21,,HRC Sep 21,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Sep 22,,HRC Sep 22,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
,HRC Sep 23,,HRC Sep 23,daily,USD/T,Exchange,China,"Steel, HRC",Derivatives,,
IBOV Index,Ibovespa Brasil Sao Paulo Stock Exchange Index,Ibovespa Brasil Sao Paulo Stock Exchange Index,Ibovespa Brasil Sao Paulo Stock Exchange Index,daily,BRL,Bloomberg,South America,Macroeconomic,Financial,,
,Imported conc. Prices - IOCJ,,Price spread Imported conc. (Ukraine) - IOCJ (MY 65% Fe Qingdao),daily,RMB,Mysteel,China,Iron Ore;Concentrates;Sinter Fines,Spreads,,
,India Billet Domestic - Imported,,Price spread India Billet Domestic - Billet Imported,weekly,,Platts,India,Steel;Billet,Spreads,,
INPIINDU Index,India Industrial production (monthly),India Index of Industrial Production,India Index of Industrial Production,monthly,,Bloomberg,India,Macroeconomic,Industrial,,
MPMIINMA Index,India manufacturing PMI,India Manufacturing PMI SA,India Manufacturing PMI SA,monthly,,Bloomberg,India,Macroeconomic,Industrial;Financial,,
FADAINPV Index,India Monthly Car production,India Passenger Vehicle Registrations,India Passenger Vehicle Registrations,monthly,,Bloomberg,India,Macroeconomic,Industrial,,
INFRCEMT Index,India Monthly cement production,India Eight Core Industries Production of Cement,India Eight Core Industries Production of Cement,monthly,,Bloomberg,India,Macroeconomic,Industrial,,
,India Scrap local - seaborne,,Price spread India Domestic Scrap - Southeast Asia Imported Scrap,weekly,,Platts,India,Metallics;Scrap,Spreads,,
MPMIIDMA Index,Indonesia Manufacturing PMI,Indonesia Manufacturing PMI SA,Indonesia Manufacturing PMI SA,monthly,,Bloomberg,Southeast Asia,Macroeconomic,Industrial;Financial,,
IDMPI Index,Indonesia Monthly industrial production index,Indonesia Industrial/Manufacturing Production Index (2010=100),Indonesia Industrial/Manufacturing Production Index (2010=100),monthly,,Bloomberg,Southeast Asia,Macroeconomic,Industrial,,
FGVIINSA Index,Industrial Confidence,FGV Brazil Industrial Confidence Indicator SA,FGV Brazil Industrial Confidence Indicator SA,monthly,,Bloomberg,South America,Macroeconomic,Industrial,,
,IOCJ (Port) + SSF (Port) - PBF (Seaborne) prices,,Price spread 60% IOCJ (Port) + 40% SSF (Port) - PBF (Seaborne),daily,USD,Mysteel,China,Iron Ore;Sinter Fines,Prices;Spreads;Port;Seaborne,,
,IOCJ + SSF - PBF Qingdao port prices,,Price spread 60% IOCJ (Port) + 40% SSF (Port) - PBF (Port),daily,USD,Mysteel,China,Iron Ore;Sinter Fines,Spreads;Seaborne;Ports,,
,IOCJ Port - Seaborne prices,,Price spread IOCJ Qingdao Port - IOCJ Seaborne,daily,USD,Mysteel,China,Iron Ore;Sinter Fines,Spreads;Seaborne;Ports,,
,IODEX / China CFR Coke,,Price ratrio IODEX / China CFR Coal,daily,USD,MultiSource,China,Iron Ore;Coke;Sinter Fines,Ratios;Seaborne,,
,Iron Ore 62% Fe Apr 22,,Iron Ore 62% Fe Apr 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Apr 23,,Iron Ore 62% Fe Apr 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Aug 21,,Iron Ore 62% Fe Aug 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Aug 22,,Iron Ore 62% Fe Aug 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Aug 23,,Iron Ore 62% Fe Aug 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Dec 21,,Iron Ore 62% Fe Dec 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Dec 22,,Iron Ore 62% Fe Dec 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Dec 23,,Iron Ore 62% Fe Dec 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Feb 22,,Iron Ore 62% Fe Feb 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Feb 23,,Iron Ore 62% Fe Feb 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jan 22,,Iron Ore 62% Fe Jan 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jan 23,,Iron Ore 62% Fe Jan 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jan 24,,Iron Ore 62% Fe Jan 24,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jul 21,,Iron Ore 62% Fe Jul 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jul 22,,Iron Ore 62% Fe Jul 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jul 23,,Iron Ore 62% Fe Jul 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jun 21,,Iron Ore 62% Fe Jun 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jun 22,,Iron Ore 62% Fe Jun 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Jun 23,,Iron Ore 62% Fe Jun 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Mar 22,,Iron Ore 62% Fe Mar 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Mar 23,,Iron Ore 62% Fe Mar 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe May 21,,Iron Ore 62% Fe May 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe May 22,,Iron Ore 62% Fe May 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe May 23,,Iron Ore 62% Fe May 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Nov 21,,Iron Ore 62% Fe Nov 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Nov 22,,Iron Ore 62% Fe Nov 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Nov 23,,Iron Ore 62% Fe Nov 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Oct 21,,Iron Ore 62% Fe Oct 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Oct 22,,Iron Ore 62% Fe Oct 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Oct 23,,Iron Ore 62% Fe Oct 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Sep 21,,Iron Ore 62% Fe Sep 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Sep 22,,Iron Ore 62% Fe Sep 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 62% Fe Sep 23,,Iron Ore 62% Fe Sep 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 65% Fe Apr 22,,Iron Ore 65% Fe Apr 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 65% Fe Apr 23,,Iron Ore 65% Fe Apr 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 65% Fe Aug 21,,Iron Ore 65% Fe Aug 21,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 65% Fe Aug 22,,Iron Ore 65% Fe Aug 22,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
,Iron Ore 65% Fe Aug 23,,Iron Ore 65% Fe Aug 23,daily,USD/DMT,Exchange,China,Iron Ore; Sinter Fines,Derivatives,,
